id,text,Anger,Fear,Joy,Sadness,Surprise
eng_train_track_b_03740,"The rhythm of my life had been rattling around, but yesterday I was normally sleepy at 23:00 and waking up at 6:00. I didn't even set my alarm because I didn't have any work to do. The milk is much more effective than when I was taking Methyco.",0,0,2,0,2
eng_train_track_b_03741,"It was great that Holliemon and Hikakin made videos of Dr. Mine and the Governor of Tokyo asking questions about the new colo, but Hikaru asked Hiroyuki about the current situation in France, and he ended up talking about medical issues, and I'm not an expert. I'm not an expert, so can I say that? I was like, ""Hikaru..."" I was like, ""What's wrong with you?",1,0,1,1,1
eng_train_track_b_03742,"It's too hard to adjust the scale and remove the tip. If I had an eppen, I would use an eppen.",0,0,1,1,0
eng_train_track_b_03743,Byte re2,0,0,1,0,0
eng_train_track_b_03744,"After a few rounds, I started to understand where the zombies were, which ones to kill, and which ones to ignore, but I didn't understand the tyrant. It was a very annoying system, but I think it was the tyrant that gave me that immersive and realistic feeling.",0,2,2,0,1
eng_train_track_b_03745,"I used to use the darkroom as a place to escape to, and just when the tyrant would find me or not, I'd cackle happily as I tucked it in the door.",0,0,3,0,0
eng_train_track_b_03746,"I thought Claire's game was more difficult than Leon's, but when I first played Leon, the zombies were scary and startled me, it was too dark to see clearly, I didn't realize how much physical and mental energy the game consumed, and I'm not good at memorizing maps, so it took me a long time to progress at all and I almost gave up, but I'm glad I managed to finish both sides.",0,1,3,1,0
eng_train_track_b_03747,Terraha distribution suspended? ??????????????????,0,0,0,2,3
eng_train_track_b_03748,"Teraha can be a little bit of a role model for romance, because you can objectively understand if you can or can't do this by the studio's reaction (as much as the president's antics).",0,0,0,0,1
eng_train_track_b_03749,"Don't be stupid, work! Image of",1,0,0,0,1
eng_train_track_b_03750,Shouldn't the person who is carrying the expectations of many people be blamed for going on a suicide mission to a place where people are now being told that going to such places is not a good idea?,2,0,0,0,1
eng_train_track_b_03751,"I just got a cartoon that looks like a carbon copy of the ""I'm the only one who levels up"" thing.",1,0,0,0,1
eng_train_track_b_03752,I'm so impressed with the quality of the sound source of the music creation software that I'm going to buy this expensive sound source to create music to pass my time in my old age.,0,0,3,0,1
eng_train_track_b_03753,I want my hobbies in retirement to be creating music and buying and drinking coffee beans.,0,0,2,0,0
eng_train_track_b_03754,"I was planning to win the lottery, buy an instrument, and play in a one-man orchestra in my old age, but it's more cost-effective to use expensive music creation software than to buy an instrument and practice.",0,0,2,0,0
eng_train_track_b_03755,"I have a secret ambition to re-record the orchestral version of TW's apparition by myself, because I'm worried about bad pitch and lead mistakes.",1,0,1,0,0
eng_train_track_b_03756,Was there a point where the tempo was running a bit fast?,1,0,0,1,1
eng_train_track_b_03757,"That's a really good song, but it's a waste of that sound quality, bad pitch around Trp and Str, running, lagging, lead mistakes, and so many other things.",1,0,1,1,0
eng_train_track_b_03758,"Oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo, is there a Tales Weaver brass band cluster: ？？？？？？？？？？？？",0,0,1,0,0
eng_train_track_b_03759,"I've been listening to this since I was in high school, and I seriously love it so much that I want to talk about it with someone, and I'm complaining about it just as much.",1,0,2,1,0
eng_train_track_b_03760,"I think the tempo is supposed to match the perc, but the piano is so heavy and Cl is running so fast that I wonder if you guys are trying to match the tempo. I'm not sure if you guys are trying to match.",2,0,0,1,0
eng_train_track_b_03761,"I'm telling you this because it's early in the morning and I can't sleep, a point I don't like.",2,0,1,1,0
eng_train_track_b_03762,"If you look at the details, the tempo is all over the place, but the thoughts I've been saving for about 10 years are roughly like this.",1,0,1,1,0
eng_train_track_b_03763,"Also, I'd have to look at the score to know, but do the G and F in Fl cut off that quickly a few times around 2:07 or so? It just doesn't feel right.",1,0,0,1,1
eng_train_track_b_03764,"To be honest, I have a suspicion that the tail of that sound is not processed in a way that is cut off or stuck out, and I have a suspicion that he is a first grader.",1,0,0,1,1
eng_train_track_b_03765,"I still think the corona vortex is a misconversion or something, but the pot is a quirky story, and I'm just asking you to tell me it is.",0,0,1,0,2
eng_train_track_b_03766,"I saw something like how to use a coffee filter as a mask, but I don't want you to do that because I don't want to run out of coffee filters: ............... ......",2,1,0,2,0
eng_train_track_b_03767,I'll pay for Apparition's score and I want you to sell it. Please NEXON!,1,0,1,1,0
eng_train_track_b_03768,I would love to get the score of Princess Mononoke Medley by Newsounds and manipulate the sound at will.,0,0,2,0,0
eng_train_track_b_03769,I should have dyed my hair a ridiculous color the moment I was told to stay home.,0,0,1,0,0
eng_train_track_b_03770,"I'm on a personal Tapi self-restraint, or maybe I'll just use tapioca milk in my hair? I'm going to change my hair to a tapioca milk tea. I don't know.",0,0,3,0,0
eng_train_track_b_03771,Dialect contaminations are occurring.,0,0,1,0,0
eng_train_track_b_03772,"I recommend Sembubu Elebu's addictive Maple Paso, it's really addictive!",0,0,2,0,0
eng_train_track_b_03773,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.",0,2,0,3,3
eng_train_track_b_03774,What's up?,0,2,0,2,3
eng_train_track_b_03775,be too young,0,2,0,2,2
eng_train_track_b_03776,Bio 4 was too much of a god game for me. I don't remember playing Bio 4 and I want to do it again.,0,0,3,1,0
eng_train_track_b_03777,"I was going to get my hair a Tapimir color, but there were no such bright colors because of the old people's living area.",0,0,0,2,1
eng_train_track_b_03778,"I'm not having the sore throat that my follower mentioned back in January(?). I'm not getting a sore throat, but it's itchy and definitely inflamed, and I have a weird cough that's not bronchitis...",0,2,0,1,1
eng_train_track_b_03779,I was wondering about IPSA's lotion. I want some.,0,0,1,0,0
eng_train_track_b_03780,Thunderstorms and bad weather on the weekends are supposed to keep the idiots from going out.,1,1,0,0,1
eng_train_track_b_03781,It's true that the supermarket near my house was out of the flour section too.,1,0,0,1,2
eng_train_track_b_03782,There's too much to be said for not being able to start up because your guess is that you don't want to move.,0,1,1,2,0
eng_train_track_b_03783,I didn't want to dot as much as possible because the ones that flowed were bitter.,0,1,0,2,0
eng_train_track_b_03784,Is it a good idea to get in line before the pachinko parlor opens?,0,0,0,0,1
eng_train_track_b_03785,I laughed so hard I drooled.,0,0,3,0,1
eng_train_track_b_03786,"You say don't assume that I'm complaining, but you're complaining about it at your own place, so I guess you misunderstood that I'm a zero. You're the one who ""assumes"" that I'm ""making fun of and belittling amateurs for their lack of knowledge"" when I say something as simple as ""I don't know anything about it"". What's being made fun of is your lack of attitude toward others.",3,0,0,0,0
eng_train_track_b_03787,"They're beating you over the head with wrong knowledge, and this is why amateurs are so stupid.",3,0,0,0,0
eng_train_track_b_03788,"And when I answer with a reliable source and then complain about something that isn't for the layperson, and tell them not to respond if it's too much trouble, it's called being a ""00-sama"".",3,0,0,0,1
eng_train_track_b_03789,This is a series of something I saw.,2,0,0,0,0
eng_train_track_b_03790,I think he probably understood the attributes of the other party and casually let them off the hook.,2,0,0,0,1
eng_train_track_b_03791,I want TOKYO to do a 500 yen po refund on delivery too.,0,0,0,0,0
eng_train_track_b_03792,Thanks to whoever is making the OT video list.,0,0,3,0,0
eng_train_track_b_03793,OT??????！！！！,0,0,3,0,1
eng_train_track_b_03794,"I can see the resemblance between OT and Kanta, and they have the same type of face, but I definitively like OT's face better. I'm just not sure why people call him Kanta handsome.",0,0,1,0,1
eng_train_track_b_03795,"I've never bought a bottle of milk to drink before, but I've started consuming 2 or 3 bottles every 3 days since I saw the information that dairy farmers are in trouble due to school lunch being cancelled for some reason, and the tweets about charging for milk.",0,0,1,0,1
eng_train_track_b_03796,My personal opinion.,0,0,0,0,0
eng_train_track_b_03797,"I'm sure there are a few defective cloth masks, but I'm thinking that some of the people who are making a fuss about it are trying to delay the spread of cloth masks by taking advantage of the situation to beat up on disposable masks in order to keep them on the market.",1,1,0,0,0
eng_train_track_b_03798,I bought it because they had ethanol for the kitchen on sale. I'm glad I did.,0,0,2,0,1
eng_train_track_b_03799,I know this one: ???????????????? It's a common phenomenon that the timing of what we want to eat is the same.,0,0,2,0,2
eng_train_track_b_03800,"I like taking blood samples, so I stare at the needle, but I'm not sure where I'm supposed to look when I see an article about how that puts pressure on some people, and I'm not sure where I'm supposed to look.",0,0,0,1,1
eng_train_track_b_03801,(something) blindingly obvious,0,0,0,1,0
eng_train_track_b_03802,Mask Recovery Magi ？？？？？？？,1,0,0,1,2
eng_train_track_b_03803,"To be honest, I don't want to use disposables just to go shopping anymore.",1,0,0,1,1
eng_train_track_b_03804,I wish this TL was a TL where the shampoo challenge flowed in greater numbers than the tapioca challenge.,0,0,1,1,0
eng_train_track_b_03805,I really envy men's ability to have fun with these stupid things. I want to be born a man in my next life.,0,0,2,0,1
eng_train_track_b_03806,"Well, there are people in Japan who drank bleach. ......",0,1,0,1,2
eng_train_track_b_03807,Is the wind bad?,0,2,0,0,2
eng_train_track_b_03808,WA ???? I'm kinda craving some tsukemen. I think I'll have the boiled egg with ajitama.,0,0,1,0,0
eng_train_track_b_03809,"This is the kind of meal that motivates me the most in life, and I want to have it for every meal.",0,0,2,0,1
eng_train_track_b_03810,"100 million% man uncomfortable with the word ""coping"".",1,0,0,0,1
eng_train_track_b_03811,I laughed at turning creepiness into money.,0,0,1,0,1
eng_train_track_b_03812,All I can see is the face art.,0,0,2,0,0
eng_train_track_b_03813,This is a small place: .........,0,0,0,2,2
eng_train_track_b_03814,Whimsical Cook Interesting,0,0,2,0,0
eng_train_track_b_03815,I loved volleyball in class. I want to play again.,0,0,2,0,0
eng_train_track_b_03816,"If it's open, I'll go there, so close it... it's too harmful...",3,1,0,0,1
eng_train_track_b_03817,The weather's suddenly turned bad. There's lightning.,0,2,0,0,2
eng_train_track_b_03818,I think I'm going to buy it. ......,0,0,1,0,0
eng_train_track_b_03819,"If you say you can get a set for 5,000 yen with free shipping for a limited time at 6,480 yen, I'd buy the other set and buy the one I'm interested in. ......... Seriously, Lloyds is so sneaky... .........(complimentary)",0,0,3,0,1
eng_train_track_b_03820,"I understand what you're saying, but when I see what you're saying, I'm like, ""Oh, well, he's lost his life to prostitution.",1,0,0,1,0
eng_train_track_b_03821,Wow! The nitrile gloves I had on regular delivery are now out of stock... Oh no...,0,1,0,1,3
eng_train_track_b_03822,whaaaan,0,0,0,2,0
eng_train_track_b_03823,Hojicha was only available for a limited time! I should have bought it!,0,0,0,2,1
eng_train_track_b_03824,Hachisan's child is too cute!,0,0,2,0,1
eng_train_track_b_03825,This is really nice.,0,0,3,0,1
eng_train_track_b_03826,I'm too concerned about the condiments that are kept private to maintain my dignity as a human being.,0,0,1,0,1
eng_train_track_b_03827,Emergency alerts are noisy,2,0,0,0,1
eng_train_track_b_03828,This or that... Seriously annoying ????????,3,0,0,0,0
eng_train_track_b_03829,You'd think at 10 a.m. everyone would be awake. ？？？？？？,3,0,0,0,1
eng_train_track_b_03830,Emergency alert notifications are too annoying to turn off.,3,0,0,0,0
eng_train_track_b_03831,Emergency bulletins should only be played forever to idiots who don't refrain from going out at this stage of the game.,3,0,0,0,0
eng_train_track_b_03832,The bedtime milk guru was in the right job...,0,0,2,0,1
eng_train_track_b_03833,"There was a guy doing masks at a stall near my house, and I pretended to be wondering whether to buy one or not, and listening to his conversation with another customer, I guessed he didn't seem to be from Japan...",2,0,0,0,1
eng_train_track_b_03834,I LOL'd,0,0,2,0,0
eng_train_track_b_03835,(I'm) afraid,0,3,0,1,2
eng_train_track_b_03836,"A little too many earthquakes, don't you think?",0,3,0,0,1
eng_train_track_b_03837,"I like Rososo Rososo's habanero beer sticks, but they seem less spicy than they did about 10 years ago.",0,0,1,1,1
eng_train_track_b_03838,Lightning is bad.,0,3,0,0,1
eng_train_track_b_03839,"I'm using ETVOS's medicated VC line with a dab of TUNEMAKERS licorice extract added at random, and it seems to be working really well.",0,0,3,0,1
eng_train_track_b_03840,I'm getting this right now and I can't stop being angry. When did anyone tell me that I would lose my job if I moved out?,3,0,0,1,1
eng_train_track_b_03841,What's the point of updating my number? What's the point? I don't know.,3,0,0,1,0
eng_train_track_b_03842,"When I joined the company, they let me renew my digital certificate for signatures, etc. as they told me to do at the counter, but why didn't they do it when I moved out? If you want it to expire, you should inform me of the renewal procedure, and if you don't, don't let it expire.",3,0,0,1,0
eng_train_track_b_03843,Do you do radio calisthenics?,1,0,0,0,1
eng_train_track_b_03844,I wish you good luck with North Safari. Sell me some merchandise.,0,0,0,0,0
eng_train_track_b_03845,I want to go on a North Safari: ????????????????????,0,0,0,0,0
eng_train_track_b_03846,North Safari is a must if you are traveling to Sapporo.,0,0,1,0,0
eng_train_track_b_03847,"Just imagine that Takuji Izawa, the King of Tokyo University, is probably cackling over Tokai On Air's Kintama Senbon Kuji Lottery and enjoying life!",0,0,3,0,0
eng_train_track_b_03848,"The great thing about this RT is that it's all unified by antibiotic and trade name, and it's so beautifully put together that it makes me sigh.",0,0,3,0,1
eng_train_track_b_03849,Do not use Takuji Izawa as a mosaic.,0,0,1,0,1
eng_train_track_b_03850,"It wasn't so bad when I was at home, but when I went out for a bit, it was so hot I almost died, even though it was nighttime.",0,0,0,1,2
eng_train_track_b_03851,"My rhythm of life is completely wacky, and yesterday I went to bed at about 10am and woke up at 2pm, and then I fell asleep at about 10pm and succeeded in getting up at 4am.",0,0,1,0,1
eng_train_track_b_03852,Terraja looks creepy and bad ...............,0,1,0,1,1
eng_train_track_b_03853,"It's fun to have this kind of discussion(?) with Jattan, isn't it? I enjoy having these discussions(?) with Jattan.",0,0,2,0,0
eng_train_track_b_03854,I'll give you a serious answer.,0,0,1,0,0
eng_train_track_b_03855,"I was looking at the jobs and wondering what level of ""language skills: those who are comfortable with English"" is.",1,0,0,0,1
eng_train_track_b_03856,Your Highness.,1,0,1,0,1
eng_train_track_b_03857,It was so hot I turned on the air conditioning.,1,0,0,0,1
eng_train_track_b_03858,It's a big seller. That's great!,0,0,2,0,1
eng_train_track_b_03859,I'm curious about the manma drinking fruit... I wonder if they sell it at Seven.,0,0,1,0,0
eng_train_track_b_03860,I have a healthy(?) rhythm of going to bed at midnight and waking up at 5:00 a.m. I have a healthy(?) rhythm of life.,0,0,2,0,2
eng_train_track_b_03861,"I'd have a heart attack if someone did this to me, but if it were me, I seriously wouldn't believe it.",3,0,0,1,1
eng_train_track_b_03862,"When I asked her how she was going to change diapers after having a baby, she replied that she had a sibling and was used to changing diapers. When I asked her how she would handle changing diapers after having a baby, she replied that she had a sibling and was used to changing diapers, but whether she could do it technically and whether she could do it out of habit were two different things.",3,1,0,0,0
eng_train_track_b_03863,Sun is wearing a ring on her left ring finger: ............,0,0,1,0,3
eng_train_track_b_03864,There's a demon cluster.,1,1,0,0,0
eng_train_track_b_03865,I'm too scared to watch this stuff. ............,0,3,0,1,0
eng_train_track_b_03866,It doesn't say women. ............,0,1,1,1,0
eng_train_track_b_03867,I have to eat fried garlic ............(mission statement),0,0,1,0,0
eng_train_track_b_03868,They don't sell bubble hand soap.,3,0,0,1,1
eng_train_track_b_03869,I bought it because they only sold the soapy smelling stuff in large quantities. ...... I enjoy using scented foam hand soap.,2,0,0,1,1
eng_train_track_b_03870,"I probably wash my hands with hand soap about 20 times a day without exaggeration, but even so, two refills for two times will last me six months, so please stop buying more than you need!",3,0,0,1,0
eng_train_track_b_03871,"Thanks to this, I had to buy expensive garlic like Aomori black garlic.",1,0,1,1,1
eng_train_track_b_03872,"I went to buy kimchi and garlic, but the garlic shelves were pretty empty, and there was a sign on kimchi saying ""Demand for kimchi is increasing due to the new coronavirus"".",0,0,0,1,2
eng_train_track_b_03873,I think it's a big lie that black cats don't look good on social media.,0,0,1,1,1
eng_train_track_b_03874,Bobby!,0,0,0,1,3
eng_train_track_b_03875,"Spanish garlic so hot, I'm crying.",0,0,0,1,1
eng_train_track_b_03876,It really brings tears to my eyes.,1,0,0,1,0
eng_train_track_b_03877,blech,0,2,0,0,1
eng_train_track_b_03878,I feel weird using line breaks and punctuation on Twitter.,0,0,1,0,0
eng_train_track_b_03879,"Sometimes I use it, but very rarely.",0,0,1,0,0
eng_train_track_b_03880,"I really liked After School Girls Tribe, even though it ended after less than a year.",0,0,1,2,0
eng_train_track_b_03881,I was surprised when he caught me on ego-surfing or something... what happened to your hair...,0,0,0,1,3
eng_train_track_b_03882,Have you stopped Bibi? ............,0,0,0,2,1
eng_train_track_b_03883,be on one's mind,0,0,1,0,0
eng_train_track_b_03884,"Also, the subject ""men"" is too big. Then there would have been no problem.",1,0,0,0,1
eng_train_track_b_03885,"No, but if someone told me I was wasting my money on makeup, I'd slap him on the spot.",3,0,0,0,0
eng_train_track_b_03886,During the contents(?) It's too funny that he's eating ramen in the middle of the content(?).,0,0,3,0,1
eng_train_track_b_03887,"I'm eating ramen noodles, so please leave me heeled -> yes reply too quick and cool.",0,0,3,0,1
eng_train_track_b_03888,"No, I've never had anyone say that to me.",0,0,0,0,3
eng_train_track_b_03889,I'm hungry but I don't have anything to eat: ......,0,0,0,2,0
eng_train_track_b_03890,I'm too cool for yesterday's video of Fukura P. ・・・・・,0,0,3,0,1
eng_train_track_b_03891,brain juice case,0,0,3,0,1
eng_train_track_b_03892,Yovinori: .....................,0,0,2,0,1
eng_train_track_b_03893,I want a dishwasher.,0,0,0,0,0
eng_train_track_b_03894,Trump...............,0,0,0,0,1
eng_train_track_b_03895,I do lock the door very quietly after a while.,0,0,1,0,0
eng_train_track_b_03896,"Two days of data was lost this morning, and I spent the morning trying to fix it, and now it's gone, too, and I'm dying.",2,1,0,3,1
eng_train_track_b_03897,Depression ........................... ...........................,2,0,0,3,0
eng_train_track_b_03898,This is a complete suicide. ...............,1,0,0,2,3
eng_train_track_b_03899,I didn't know Hana-chan was getting such a sticky beating on social media.,0,0,0,2,2
eng_train_track_b_03900,I feel like this high level of security awareness is only possible in the city.,0,0,0,0,2
eng_train_track_b_03901,Data lost again. Death.,1,1,0,3,0
eng_train_track_b_03902,"I had an inkling of what was going on, but then I thought, ""Oh, I knew it was her.",0,0,0,0,1
eng_train_track_b_03903,Hmmm... I wonder what's wrong with it. Maybe it's not a good idea to have it in drive D.,0,0,0,2,0
eng_train_track_b_03904,Crashing this many times breaks my heart.,1,1,0,3,0
eng_train_track_b_03905,I have to wash my blouse.,0,0,0,0,0
eng_train_track_b_03906,"Junichi Kato said that he was too embarrassed to watch Tokai On Air with men his own age, but QK is the same age as him...",0,0,1,0,1
eng_train_track_b_03907,It's raining and people are carrying Cleverine around their necks. ............,1,0,0,0,2
eng_train_track_b_03908,It's amazing what a fight can break out in an abandoned place. I wonder if it's yakuza.,1,1,0,0,1
eng_train_track_b_03909,Leaving a character unattended doesn't bother anyone.,1,0,0,0,0
eng_train_track_b_03910,I loved Vitamina and the brilliant herbs: ...............,0,0,1,2,0
eng_train_track_b_03911,Peach fruene was also sty!,0,0,1,1,0
eng_train_track_b_03912,"Cat, I thought I hadn't seen her for a while, but I found her stiff and shivering behind the curtains, as if she was very startled by the noise of the lawn mower that suddenly started while she was enjoying the fresh air coming in through the screen door. He was so stupid I cried.",0,0,2,0,1
eng_train_track_b_03913,"I'm not rejoining society. Society is ""reverting"" to me.",0,0,1,0,0
eng_train_track_b_03914,"When you use a word that has multiple meanings in a single phrase, isn't it within the bounds of what is expected if it is taken in a way you don't intend? I think all you have to do is to explain that you meant it this way, and that you are sorry for the way you said it.",1,0,0,0,0
eng_train_track_b_03915,"I think it's often impossible to judge the context of these things. It's important to be polite, especially in the netherworld, but it's better to use plain language to avoid trouble. There are many different kinds of people in the world.",0,0,0,0,0
eng_train_track_b_03916,"For example, even if you don't know that there is another meaning of the word, if you can assume that there may be another way to say it that you don't know, because it is impossible to use the word in this sense in light of the situation or even common sense, I think you've done your job. I don't blame you for not knowing the other meaning of the word.",0,0,0,0,0
eng_train_track_b_03917,Railgun T was very good. ・・・・・・・・15 episode made me cry. ・・・・,0,0,3,0,0
eng_train_track_b_03918,buy luxury tissues,0,0,0,0,0
eng_train_track_b_03919,It is hard to find kimchi with a sour taste...,0,0,0,1,0
eng_train_track_b_03920,"I had to go to the post office, so I was going to go there as soon as it opened, but the opening time was delayed by an hour due to Corona. I became just an old woman who buys six servings of cold noodles at the supermarket and goes home. I can't wait to go out again.",0,0,0,1,0
eng_train_track_b_03921,"At my school, there was a widespread jinx about saving money by carrying a condom in your wallet, and it was a status symbol that most hot guys and girls had a rubber in their purse, saying they got it from a senior.",0,0,0,0,1
eng_train_track_b_03922,I wonder if it's legal to describe someone as a healer when they're not a doctor: ......,0,1,0,0,1
eng_train_track_b_03923,Chilled green peppers sound delicious? but it takes half a day to prepare it.,0,0,1,1,0
eng_train_track_b_03924,I want to eat Indian curry every day.,0,0,1,0,0
eng_train_track_b_03925,Reintegration complete.,0,0,1,0,0
eng_train_track_b_03926,There is a hundred million reasons,0,0,0,0,1
eng_train_track_b_03927,"My husband, who works from home, is making me dinner. I'm too grateful.",0,0,3,0,1
eng_train_track_b_03928,I want to eat sashimi. Pien. Can I try salted tuna? Straw,0,0,1,0,0
eng_train_track_b_03929,I saw a chateaubriand on sale at the supermarket. I'll get a steak tomorrow.,0,0,2,0,0
eng_train_track_b_03930,Cold bell peppers with dumplings would be good.,0,0,2,0,0
eng_train_track_b_03931,You're talking about the netgay kiri otaku.,1,0,0,0,0
eng_train_track_b_03932,"I tasted the salted tuna, and it is 99.9999% cured ham. If you buy this sticky, salty, stringy tuna crunch, the reproducibility seems to surpass 100 million percent, which means the salted tuna is a cured ham!",0,0,2,0,1
eng_train_track_b_03933,"I searched for salted tuna cured ham and found many people tweeting the same thing, that salted tuna is similar to cured ham, so that's what I'm talking about. Salted tuna is practically cured ham.",0,0,1,0,0
eng_train_track_b_03934,"If you were pregnant and couldn't eat cured ham but were dying of a craving, you could use fresh tuna and eat a thin slice or two, I don't know.",0,0,1,0,0
eng_train_track_b_03935,I wonder if they will bring back Stabanana.,0,0,0,0,0
eng_train_track_b_03936,"In a world where either the culture of stockings being formal attire would disappear, or stockings would stop tearing, or stockings would have a self-healing function.",1,0,0,1,0
eng_train_track_b_03937,I like this one because it looks cute and I can punch people when the need arises.,0,0,1,0,0
eng_train_track_b_03938,"I want to be a Lloyds bombing Chinese again, taking advantage of the half off fresh chocolates...",0,0,1,0,0
eng_train_track_b_03939,I'm going to die if I don't take my Tapi soon.,0,1,0,1,0
eng_train_track_b_03940,"I've changed workplaces, so I'm no longer the Inutapi's nearest neighbor. ...............",0,0,0,2,0
eng_train_track_b_03941,Where was the tapioca that Yume-chan said was so good before...?,0,0,0,0,0
eng_train_track_b_03942,(lying on one's back and) basking in the lap of luxury,0,1,0,0,0
eng_train_track_b_03943,Carriage allowed Shoulder carriage not allowed,0,1,0,1,0
eng_train_track_b_03944,"I've been bitten by 3 mosquitoes in the last week, and my QoL is dead.",2,0,0,1,0
eng_train_track_b_03945,I want to go to Meet fresh so bad.,0,0,0,0,0
eng_train_track_b_03946,"When I walk outside now, everyone is wearing a wireless earphone, so I'm too embarrassed to wear a wireless earphone.",0,0,0,2,0
eng_train_track_b_03947,I want to go to karaoke!,0,0,1,0,0
eng_train_track_b_03948,I bought the eyebrow stamp and this is a QoL butch case.,0,0,3,0,0
eng_train_track_b_03949,I've learned that beauty salons should spend money.,0,0,2,0,0
eng_train_track_b_03950,Is the coffee too good?,0,0,2,0,1
eng_train_track_b_03951,Carinae,0,0,0,0,0
eng_train_track_b_03952,I want to eat ramen! I want to eat,0,0,0,0,0
eng_train_track_b_03953,Completely train sick.,0,0,0,1,0
eng_train_track_b_03954,pusher (in a dog),0,0,0,0,0
eng_train_track_b_03955,"I am lying in bed in my underwear after a long time. Through the slightly opened window, a breeze containing the pleasant temperature outside and the conversation of sparrows are coming in. Lovely morning...",0,0,2,0,0
eng_train_track_b_03956,"After 2.5 months of NEET, my hypersomnia has improved a lot and I'm becoming a man who wastes sleep.",0,0,2,0,0
eng_train_track_b_03957,It's a choice!,0,0,1,0,0
eng_train_track_b_03958,A successful woman cleans the toilet while defecating.,0,0,1,0,0
eng_train_track_b_03959,The reason why I tweeted this is because I just pooped with a pounding heart. I didn't get a ping pong call so I was relieved and even cleaned the toilet.,0,0,2,0,0
eng_train_track_b_03960,Beans delivered????！！！！ Nice nihi...,0,0,3,0,1
eng_train_track_b_03961,"Coffee seems like a noble hobby. I drink coffee simply because I like it. As long as studies show that drinking even a drop of coffee is bad for your health, I'll keep buying beans.",0,0,2,0,0
eng_train_track_b_03962,I feel like a geek should have one hobby that can be made public to the general public...,0,0,1,0,0
eng_train_track_b_03963,"I want a good electric coffee mill and a dishwasher, so please Prime Minister Shinzo Abe distribute another 50,000 yen to all citizens. Please do so.",0,0,0,0,0
eng_train_track_b_03964,"Manual coffee mill, I don't know if it's the price or my lack of muscle power, but it takes a lot of strength when it gets stuck and I get tired of grinding.",0,0,0,1,0
eng_train_track_b_03965,"I'd love to buy some 200g 7,000 yen beans or something someday.",0,0,1,0,1
eng_train_track_b_03966,The wind is too nice.,0,0,3,0,0
eng_train_track_b_03967,What is Sweets Hot Pot?,0,0,0,0,1
eng_train_track_b_03968,uggghhhh...,1,1,0,1,1
eng_train_track_b_03969,Come on.,2,1,0,1,0
eng_train_track_b_03970,He's hungry.,1,1,0,1,0
eng_train_track_b_03971,I was the type of guy who looked cooler with a beard.,0,0,1,0,1
eng_train_track_b_03972,"Sex change app, I feel indescribable when I make myself into a man and I look just like my father.",0,0,0,1,1
eng_train_track_b_03973,"I like single-layered men, and I'm sure this is one of the reasons why I like them.",0,0,1,0,1
eng_train_track_b_03974,I don't care if it's a joke. .........,0,0,0,1,0
eng_train_track_b_03975,Hell in the kitchen without paying for it.,0,0,0,0,1
eng_train_track_b_03976,"No, but I don't know if I'm not interested in other people, or if I don't know who likes who at all (I'm the type of person that if you're too direct, you'll say that's not true, or you'll be backhanded), and I've got it down to two choices, even though I don't know other people's love lives, and I'm right about one of them, which really makes me laugh.",0,0,0,0,1
eng_train_track_b_03977,"Well, if you are too direct, don't you go against the grain? I hide the person I like even from my best friends, so I go against the grain. A woman's enemy is a woman. So that's what you're saying.",0,1,0,0,1
eng_train_track_b_03978,"I don't know if I was that blatant ...... about it, but I thought I was treating everyone equally ......",0,0,0,0,2
eng_train_track_b_03979,"That's why you pretend you don't notice when someone turns on you like a piece of a favor. Whether that person is your true love or not. You're a bad guy. But if he's a man, he's like, ""Please throw a straight ball. That's the kind of guy I was. Even though you have the ability to guess. That's what suited me.",0,1,0,0,0
eng_train_track_b_03980,"Well, I've been waiting for my true love to throw me a straight ball.",0,0,0,0,0
eng_train_track_b_03981,"We live our lives thinking that people don't look at us at all, but we often think that people look at us more than we think.",0,1,0,0,1
eng_train_track_b_03982,I want to go home and sleep.,0,0,0,0,0
eng_train_track_b_03983,"I was seriously feeling like the end of the world until mid-morning, but it came back around 3pm.",0,0,1,0,0
eng_train_track_b_03984,Back of neck stupid swollen and painful,1,1,0,1,0
eng_train_track_b_03985,I'm blocked by the direct kitchen and want to have a cup of victory.,0,0,2,0,1
eng_train_track_b_03986,I just happened to see a follower ripping straight to the point and I liked it.,0,0,2,0,1
eng_train_track_b_03987,"Basically, they only encourage others to change their behavior and do not make the slightest effort to become attractive themselves. If one person is not doing well, they start substituting one after another. When frustration builds up, they take it out on the other person because they think they are right.",2,0,0,0,0
eng_train_track_b_03988,I want to be this in my old age.,0,0,0,0,0
eng_train_track_b_03989,"My husband bought me a drum-type washing machine with 100,000 avenues. ......... It's so easy to clean the filter and it feels great.... ...",0,0,3,0,1
eng_train_track_b_03990,"This is not just for doctors, but also for white coats.",0,0,0,0,0
eng_train_track_b_03991,I used to follow it when it was serialized in Naro.,0,0,0,1,0
eng_train_track_b_03992,Is the magic department over? ......,0,0,0,3,0
eng_train_track_b_03993,Starbucks is a Frappuccino shop.,0,0,1,0,0
eng_train_track_b_03994,It was a long shake. I fell asleep.,0,1,0,0,1
